Chromosome	Range	SNPs	SNP_density	Missing	percent_missing	Missing_density	gene_density
13_115	169878	22	0.000129504703375363	0	0	0	0.444730924545851
14_0	0	0	0	0	0	0	0
14_1	0	0	0	0	0	0	0
14_2	0	0	0	0	0	0	0
14_3	0	0	0	0	0	0	0
14_4	0	0	0	0	0	0	0
14_5	0	0	0	0	0	0	0
14_6	0	0	0	0	0	0	0
14_7	0	0	0	0	0	0	0
14_8	0	0	0	0	0	0	0
14_9	0	0	0	0	0	0	0
14_10	0	0	0	0	0	0	0
14_11	0	0	0	0	0	0	0
14_12	0	0	0	0	0	0	0
14_13	0	0	0	0	0	0	0
14_14	0	0	0	0	0	0	0
14_15	0	0	0	0	0	0	0
14_16	0	0	0	0	0	0	0
14_17	0	0	0	0	0	0	0
14_18	0	0	0	0	0	0	0
14_19	1000000	10	1e-05	3	0.3	3e-06	0.167803
14_20	1000000	244	0.000244	1	0.00409836065573771	1e-06	0.27252
14_21	1000000	370	0.00037	1	0.0027027027027027	1e-06	0.391301
14_22	1000000	335	0.000335	2	0.00597014925373134	2e-06	0.92154
14_23	1000000	560	0.00056	14	0.025	1.4e-05	0.517811
14_24	1000000	340	0.00034	4	0.0117647058823529	4e-06	0.398859
14_25	1000000	231	0.000231	1	0.00432900432900433	1e-06	0.256584
14_26	1000000	221	0.000221	1	0.00452488687782805	1e-06	0.085679
14_27	1000000	186	0.000186	0	0	0	0.277147
14_28	1000000	145	0.000145	1	0.00689655172413793	1e-06	0.144447
14_29	1000000	141	0.000141	1	0.00709219858156028	1e-06	0.076763
14_30	1000000	176	0.000176	0	0	0	0.352043
14_31	1000000	166	0.000166	1	0.00602409638554217	1e-06	0.651251
14_32	1000000	207	0.000207	1	0.00483091787439614	1e-06	0.592938
14_33	1000000	378	0.000378	1	0.00264550264550265	1e-06	0.89381
14_34	1000000	303	0.000303	1	0.0033003300330033	1e-06	0.345763
14_35	1000000	158	0.000158	5	0.0316455696202532	5e-06	0.533223
14_36	1000000	147	0.000147	2	0.0136054421768707	2e-06	0.433685
14_37	1000000	243	0.000243	1	0.00411522633744856	1e-06	0.855327
14_38	1000000	169	0.000169	2	0.0118343195266272	2e-06	0.268497
14_39	1000000	165	0.000165	4	0.0242424242424242	4e-06	0.455152
14_40	1000000	171	0.000171	0	0	0	0
14_41	1000000	136	0.000136	2	0.0147058823529412	2e-06	0.002277
14_42	1000000	146	0.000146	1	0.00684931506849315	1e-06	0.297289
14_43	1000000	162	0.000162	2	0.0123456790123457	2e-06	0.003136
14_44	1000000	181	0.000181	0	0	0	0.007743
14_45	1000000	95	9.5e-05	1	0.0105263157894737	1e-06	0.334308
14_46	1000000	130	0.00013	0	0	0	0
14_47	1000000	157	0.000157	0	0	0	0.691988
14_48	1000000	200	0.0002	1	0.005	1e-06	0.176706
14_49	1000000	173	0.000173	2	0.0115606936416185	2e-06	0.000623
14_50	1000000	159	0.000159	2	0.0125786163522013	2e-06	0.693121
14_51	1000000	293	0.000293	0	0	0	0.571775
14_52	1000000	318	0.000318	0	0	0	0.518159
14_53	1000000	149	0.000149	1	0.00671140939597315	1e-06	0.450904
14_54	1000000	204	0.000204	0	0	0	0.084552
14_55	1000000	222	0.000222	2	0.00900900900900901	2e-06	0.636853
14_56	1000000	265	0.000265	1	0.00377358490566038	1e-06	0.312927
14_57	1000000	213	0.000213	1	0.00469483568075117	1e-06	0.334272
14_58	1000000	181	0.000181	0	0	0	0.751508
14_59	1000000	276	0.000276	3	0.0108695652173913	3e-06	0.278507
14_60	1000000	121	0.000121	0	0	0	0.638983
14_61	1000000	183	0.000183	1	0.00546448087431694	1e-06	0.582953
14_62	1000000	239	0.000239	0	0	0	0.315375
14_63	1000000	204	0.000204	1	0.00490196078431373	1e-06	0.651005
14_64	1000000	183	0.000183	1	0.00546448087431694	1e-06	0.717991
14_65	1000000	211	0.000211	2	0.00947867298578199	2e-06	0.480464
14_66	1000000	164	0.000164	0	0	0	0.254086
14_67	1000000	87	8.7e-05	0	0	0	0.901034
14_68	1000000	199	0.000199	2	0.0100502512562814	2e-06	0.960668
14_69	1000000	282	0.000282	1	0.00354609929078014	1e-06	0.559014
14_70	1000000	215	0.000215	0	0	0	0.56792
14_71	1000000	168	0.000168	0	0	0	0.354339
14_72	1000000	232	0.000232	1	0.00431034482758621	1e-06	0.807306
14_73	1000000	368	0.000368	7	0.0190217391304348	7e-06	0.775686
14_74	1000000	168	0.000168	0	0	0	0.666542
14_75	1000000	193	0.000193	2	0.0103626943005181	2e-06	0.510416
14_76	1000000	233	0.000233	3	0.0128755364806867	3e-06	0.690428
14_77	1000000	265	0.000265	1	0.00377358490566038	1e-06	0.470045
14_78	1000000	273	0.000273	2	0.00732600732600733	2e-06	0.446124
14_79	1000000	177	0.000177	0	0	0	1
14_80	1000000	202	0.000202	0	0	0	0.625885
14_81	1000000	241	0.000241	0	0	0	0.882033
14_82	1000000	186	0.000186	0	0	0	0.004636
14_83	1000000	207	0.000207	0	0	0	0.000751
14_84	1000000	166	0.000166	1	0.00602409638554217	1e-06	0
14_85	1000000	201	0.000201	0	0	0	0.036564
14_86	1000000	209	0.000209	0	0	0	0.09427
14_87	1000000	183	0.000183	5	0.0273224043715847	5e-06	0.016978
14_88	1000000	234	0.000234	3	0.0128205128205128	3e-06	0.400638
14_89	1000000	177	0.000177	2	0.0112994350282486	2e-06	0.681679
14_90	1000000	215	0.000215	1	0.00465116279069767	1e-06	0.559296
14_91	1000000	209	0.000209	0	0	0	0.800424
14_92	1000000	275	0.000275	0	0	0	0.684144
14_93	1000000	181	0.000181	1	0.00552486187845304	1e-06	0.765005
14_94	1000000	361	0.000361	1	0.00277008310249307	1e-06	0.613063
14_95	1000000	414	0.000414	7	0.0169082125603865	7e-06	0.337971
14_96	1000000	295	0.000295	2	0.00677966101694915	2e-06	0.461544
14_97	1000000	230	0.00023	3	0.0130434782608696	3e-06	0.117721
14_98	1000000	238	0.000238	2	0.00840336134453781	2e-06	0.110419
14_99	1000000	284	0.000284	1	0.00352112676056338	1e-06	0.244238
14_100	1000000	152	0.000152	1	0.00657894736842105	1e-06	0.667345
14_101	1000000	293	0.000293	3	0.0102389078498294	3e-06	0.127883
14_102	1000000	118	0.000118	0	0	0	0.662879
14_103	1000000	146	0.000146	0	0	0	0.570132
14_104	1000000	158	0.000158	3	0.0189873417721519	3e-06	0.469818
14_105	1000000	172	0.000172	1	0.00581395348837209	1e-06	0.55222
14_106	1000000	27	2.7e-05	3	0.111111111111111	3e-06	0.974803
14_107	349540	31	8.86879899296218e-05	1	0.032258064516129	2.86090290095554e-06	0.824085941523145
15_0	0	0	0	0	0	0	0
15_1	0	0	0	0	0	0	0
15_2	0	0	0	0	0	0	0
15_3	0	0	0	0	0	0	0
15_4	0	0	0	0	0	0	0
15_5	0	0	0	0	0	0	0
15_6	0	0	0	0	0	0	0
15_7	0	0	0	0	0	0	0
15_8	0	0	0	0	0	0	0
15_9	0	0	0	0	0	0	0
15_10	0	0	0	0	0	0	0
15_11	0	0	0	0	0	0	0
15_12	0	0	0	0	0	0	0
15_13	0	0	0	0	0	0	0
15_14	0	0	0	0	0	0	0
15_15	0	0	0	0	0	0	0
15_16	0	0	0	0	0	0	0
15_17	0	0	0	0	0	0	0
15_18	0	0	0	0	0	0	0
15_19	0	0	0	0	0	0	0
15_20	1000000	12	1.2e-05	0	0	0	0.329379
15_21	1000000	4	4e-06	0	0	0	0.141232
15_22	1000000	98	9.8e-05	2	0.0204081632653061	2e-06	0.385985
15_23	1000000	116	0.000116	2	0.0172413793103448	2e-06	0.333006
15_24	1000000	151	0.000151	2	0.0132450331125828	2e-06	0.042805
15_25	1000000	245	0.000245	1	0.00408163265306122	1e-06	0.509405
15_26	1000000	334	0.000334	2	0.00598802395209581	2e-06	0.487715
15_27	1000000	284	0.000284	1	0.00352112676056338	1e-06	0.664466
15_28	1000000	129	0.000129	1	0.00775193798449612	1e-06	0.795942
15_29	1000000	216	0.000216	4	0.0185185185185185	4e-06	0.732057
15_30	1000000	87	8.7e-05	1	0.0114942528735632	1e-06	0.384618
15_31	1000000	209	0.000209	1	0.00478468899521531	1e-06	0.557606
15_32	1000000	119	0.000119	1	0.00840336134453781	1e-06	0.364887
15_33	1000000	411	0.000411	3	0.0072992700729927	3e-06	0.771847
15_34	1000000	231	0.000231	2	0.00865800865800866	2e-06	0.718217
15_35	1000000	227	0.000227	2	0.00881057268722467	2e-06	0.477848
15_36	1000000	273	0.000273	2	0.00732600732600733	2e-06	0.283364
15_37	1000000	229	0.000229	1	0.00436681222707424	1e-06	0.343539
15_38	1000000	197	0.000197	0	0	0	0.232954
15_39	1000000	258	0.000258	3	0.0116279069767442	3e-06	0.128322
15_40	1000000	236	0.000236	0	0	0	0.679113
15_41	1000000	114	0.000114	1	0.0087719298245614	1e-06	0.667767
15_42	1000000	400	0.0004	1	0.0025	1e-06	0.855417
15_43	1000000	111	0.000111	4	0.036036036036036	4e-06	0.843563
15_44	1000000	74	7.4e-05	1	0.0135135135135135	1e-06	0.827538
15_45	1000000	188	0.000188	4	0.0212765957446809	4e-06	0.482034
15_46	1000000	192	0.000192	0	0	0	0.001172
15_47	1000000	190	0.00019	0	0	0	0.533768
15_48	1000000	938	0.000938	14	0.0149253731343284	1.4e-05	0.488466
15_49	1000000	150	0.00015	1	0.00666666666666667	1e-06	0.792802
15_50	1000000	204	0.000204	2	0.00980392156862745	2e-06	0.675817
15_51	1000000	233	0.000233	0	0	0	0.602641
15_52	1000000	163	0.000163	0	0	0	0.791947
15_53	1000000	267	0.000267	1	0.00374531835205993	1e-06	0.229324
15_54	1000000	255	0.000255	1	0.00392156862745098	1e-06	0.641068
15_55	1000000	194	0.000194	2	0.0103092783505155	2e-06	0.430963
15_56	1000000	158	0.000158	1	0.00632911392405063	1e-06	0.539085
15_57	1000000	246	0.000246	1	0.0040650406504065	1e-06	0.727688
15_58	1000000	422	0.000422	2	0.004739336492891	2e-06	0.418761
15_59	1000000	193	0.000193	0	0	0	0.695728
15_60	1000000	217	0.000217	2	0.00921658986175115	2e-06	0.337268
15_61	1000000	354	0.000354	2	0.00564971751412429	2e-06	0.521502
15_62	1000000	226	0.000226	1	0.00442477876106195	1e-06	0.313872
15_63	1000000	258	0.000258	0	0	0	0.667991
15_64	1000000	105	0.000105	1	0.00952380952380952	1e-06	0.823837
15_65	1000000	133	0.000133	3	0.0225563909774436	3e-06	0.634797
15_66	1000000	220	0.00022	3	0.0136363636363636	3e-06	0.710481
15_67	1000000	189	0.000189	0	0	0	0.696973
15_68	1000000	228	0.000228	0	0	0	0.559417
15_69	1000000	182	0.000182	0	0	0	0.480023
15_70	1000000	256	0.000256	1	0.00390625	1e-06	0.111584
15_71	1000000	200	0.0002	1	0.005	1e-06	0.821912
15_72	1000000	208	0.000208	5	0.0240384615384615	5e-06	0.759499
15_73	1000000	130	0.00013	0	0	0	0.594277
15_74	1000000	208	0.000208	0	0	0	0.528892
15_75	1000000	189	0.000189	9	0.0476190476190476	9e-06	0.519419
15_76	1000000	110	0.00011	0	0	0	0.834587
15_77	1000000	132	0.000132	0	0	0	0.669329
15_78	1000000	229	0.000229	5	0.0218340611353712	5e-06	0.499088
15_79	1000000	237	0.000237	0	0	0	0.40754
15_80	1000000	262	0.000262	1	0.00381679389312977	1e-06	0.551055
15_81	1000000	203	0.000203	0	0	0	0.422394
15_82	1000000	107	0.000107	3	0.0280373831775701	3e-06	0.439891
15_83	1000000	100	0.0001	1	0.01	1e-06	0.727341
15_84	1000000	135	0.000135	2	0.0148148148148148	2e-06	0.705649
15_85	1000000	180	0.00018	0	0	0	0.616621
15_86	1000000	278	0.000278	1	0.00359712230215827	1e-06	0.643077
15_87	1000000	258	0.000258	0	0	0	0.572283
15_88	1000000	221	0.000221	0	0	0	0.397068
15_89	1000000	248	0.000248	4	0.0161290322580645	4e-06	0.425839
15_90	1000000	203	0.000203	3	0.0147783251231527	3e-06	0.581271
15_91	1000000	263	0.000263	1	0.00380228136882129	1e-06	0.593129
15_92	1000000	293	0.000293	1	0.00341296928327645	1e-06	0.385383
15_93	1000000	372	0.000372	1	0.00268817204301075	1e-06	0.289214
15_94	1000000	317	0.000317	2	0.00630914826498423	2e-06	0.159626
15_95	1000000	263	0.000263	3	0.0114068441064639	3e-06	0.100177
15_96	1000000	284	0.000284	1	0.00352112676056338	1e-06	0.131416
15_97	1000000	218	0.000218	3	0.0137614678899083	3e-06	0.015109
15_98	1000000	304	0.000304	0	0	0	0.16456
15_99	1000000	311	0.000311	2	0.00643086816720257	2e-06	0.690826
15_100	1000000	254	0.000254	1	0.00393700787401575	1e-06	0.611355
15_101	1000000	348	0.000348	1	0.0028735632183908	1e-06	0.628526
15_102	531392	90	0.000169366494038299	0	0	0	0.307853712513549
16_0	1000000	406	0.000406	9	0.0221674876847291	9e-06	0.715304
16_1	1000000	279	0.000279	2	0.00716845878136201	2e-06	0.679605
16_2	1000000	837	0.000837	25	0.029868578255675	2.5e-05	0.761776
16_3	1000000	246	0.000246	4	0.016260162601626	4e-06	0.570284
16_4	1000000	235	0.000235	1	0.00425531914893617	1e-06	0.767756
16_5	1000000	326	0.000326	2	0.00613496932515337	2e-06	0.487619
16_6	1000000	507	0.000507	6	0.0118343195266272	6e-06	0.930869
16_7	1000000	465	0.000465	0	0	0	0.76334
16_8	1000000	328	0.000328	4	0.0121951219512195	4e-06	0.221966
16_9	1000000	244	0.000244	1	0.00409836065573771	1e-06	0.238676
16_10	1000000	303	0.000303	1	0.0033003300330033	1e-06	0.599724
16_11	1000000	262	0.000262	1	0.00381679389312977	1e-06	0.640455
16_12	1000000	321	0.000321	1	0.00311526479750779	1e-06	0.774845
16_13	1000000	250	0.00025	3	0.012	3e-06	0.334273
16_14	1000000	109	0.000109	0	0	0	0.605987
16_15	1000000	94	9.4e-05	0	0	0	0.670784
16_16	1000000	384	0.000384	12	0.03125	1.2e-05	0.399987
16_17	1000000	235	0.000235	0	0	0	0.370099
16_18	1000000	64	6.4e-05	0	0	0	0.295295
16_19	1000000	207	0.000207	2	0.00966183574879227	2e-06	0.680709
16_20	1000000	212	0.000212	2	0.00943396226415094	2e-06	0.559925
16_21	1000000	111	0.000111	0	0	0	0.692064
16_22	1000000	137	0.000137	0	0	0	0.534474
16_23	1000000	189	0.000189	4	0.0211640211640212	4e-06	0.642433
16_24	1000000	222	0.000222	0	0	0	0.618446
16_25	1000000	251	0.000251	0	0	0	0.436156
16_26	1000000	248	0.000248	0	0	0	0.149009
16_27	1000000	233	0.000233	1	0.00429184549356223	1e-06	0.71052
16_28	1000000	155	0.000155	22	0.141935483870968	2.2e-05	0.585887
16_29	1000000	77	7.7e-05	0	0	0	0.411021
16_30	1000000	103	0.000103	4	0.0388349514563107	4e-06	0.526749
16_31	1000000	160	0.00016	2	0.0125	2e-06	0.434415
16_32	1000000	5	5e-06	1	0.2	1e-06	0.219308
16_33	1000000	10	1e-05	0	0	0	0.192964
16_34	1000000	64	6.4e-05	3	0.046875	3e-06	0.089475
16_35	1000000	15	1.5e-05	1	0.0666666666666667	1e-06	0.002628
16_36	0	0	0	0	0	0	0
16_37	0	0	0	0	0	0	0
16_38	0	0	0	0	0	0	0
16_39	0	0	0	0	0	0	0
16_40	0	0	0	0	0	0	0
16_41	0	0	0	0	0	0	0
16_42	0	0	0	0	0	0	0
16_43	0	0	0	0	0	0	0
16_44	0	0	0	0	0	0	0
16_45	0	0	0	0	0	0	0
16_46	1000000	29	2.9e-05	0	0	0	0.322821
16_47	1000000	58	5.8e-05	2	0.0344827586206897	2e-06	0.654331
16_48	1000000	141	0.000141	2	0.0141843971631206	2e-06	0.360746
16_49	1000000	225	0.000225	0	0	0	0.366149
16_50	1000000	246	0.000246	3	0.0121951219512195	3e-06	0.419871
16_51	1000000	191	0.000191	0	0	0	0.018131
16_52	1000000	213	0.000213	3	0.0140845070422535	3e-06	0.23188
16_53	1000000	176	0.000176	1	0.00568181818181818	1e-06	0.714023
16_54	1000000	270	0.00027	2	0.00740740740740741	2e-06	0.197249
16_55	1000000	372	0.000372	2	0.00537634408602151	2e-06	0.342049
16_56	1000000	235	0.000235	3	0.0127659574468085	3e-06	0.641969
16_57	1000000	332	0.000332	3	0.00903614457831325	3e-06	0.669275
16_58	1000000	193	0.000193	0	0	0	0.391621
16_59	1000000	167	0.000167	0	0	0	0.001315
16_60	1000000	190	0.00019	0	0	0	0.005089
16_61	1000000	134	0.000134	0	0	0	0.314613
16_62	1000000	201	0.000201	1	0.00497512437810945	1e-06	0.070846
16_63	1000000	153	0.000153	0	0	0	0.11052
16_64	1000000	129	0.000129	0	0	0	0.020234
16_65	1000000	243	0.000243	1	0.00411522633744856	1e-06	0.447721
16_66	1000000	199	0.000199	0	0	0	0.43488
16_67	1000000	199	0.000199	3	0.0150753768844221	3e-06	0.839066
16_68	1000000	152	0.000152	1	0.00657894736842105	1e-06	0.732552
16_69	1000000	136	0.000136	3	0.0220588235294118	3e-06	0.778054
16_70	1000000	85	8.5e-05	3	0.0352941176470588	3e-06	0.840083
16_71	1000000	107	0.000107	4	0.0373831775700935	4e-06	0.639954
16_72	1000000	151	0.000151	0	0	0	0.341432
16_73	1000000	315	0.000315	1	0.00317460317460317	1e-06	0.147472
16_74	1000000	181	0.000181	2	0.0110497237569061	2e-06	0.465032
16_75	1000000	184	0.000184	1	0.00543478260869565	1e-06	0.485131
16_76	1000000	220	0.00022	0	0	0	0.332498
16_77	1000000	395	0.000395	3	0.00759493670886076	3e-06	0.373286
16_78	1000000	374	0.000374	0	0	0	0.892539
16_79	1000000	425	0.000425	1	0.00235294117647059	1e-06	0.253442
16_80	1000000	317	0.000317	1	0.00315457413249211	1e-06	0.221677
16_81	1000000	417	0.000417	2	0.00479616306954436	2e-06	0.794902
16_82	1000000	450	0.00045	1	0.00222222222222222	1e-06	0.439415
16_83	1000000	517	0.000517	1	0.00193423597678917	1e-06	0.865484
16_84	1000000	507	0.000507	6	0.0118343195266272	6e-06	0.615823
16_85	1000000	290	0.00029	1	0.00344827586206897	1e-06	0.307986
16_86	1000000	526	0.000526	5	0.00950570342205323	5e-06	0.096052
16_87	1000000	297	0.000297	3	0.0101010101010101	3e-06	0.432352
16_88	1000000	300	0.0003	6	0.02	6e-06	0.535003
16_89	1000000	220	0.00022	1	0.00454545454545455	1e-06	0.73448
16_90	354753	43	0.000121211096171139	1	0.0232558139534884	2.81886270165439e-06	0.415796342807531
17_0	1000000	273	0.000273	0	0	0	0.718789
17_1	1000000	271	0.000271	1	0.003690036900369	1e-06	0.732097
17_2	1000000	232	0.000232	7	0.0301724137931034	7e-06	0.764324
17_3	1000000	317	0.000317	3	0.00946372239747634	3e-06	0.602013
17_4	1000000	284	0.000284	2	0.00704225352112676	2e-06	0.680155
17_5	1000000	259	0.000259	2	0.00772200772200772	2e-06	0.591908
17_6	1000000	329	0.000329	2	0.0060790273556231	2e-06	0.423105
17_7	1000000	497	0.000497	13	0.0261569416498994	1.3e-05	0.629731
17_8	1000000	253	0.000253	0	0	0	0.583282
17_9	1000000	297	0.000297	3	0.0101010101010101	3e-06	0.901028
17_10	1000000	311	0.000311	2	0.00643086816720257	2e-06	0.392136
17_11	1000000	256	0.000256	0	0	0	0.790292
17_12	1000000	266	0.000266	1	0.0037593984962406	1e-06	0.464269
17_13	1000000	330	0.00033	2	0.00606060606060606	2e-06	0.190655
17_14	1000000	352	0.000352	0	0	0	0.172556
17_15	1000000	196	0.000196	1	0.00510204081632653	1e-06	0.488336
17_16	1000000	140	0.00014	1	0.00714285714285714	1e-06	0.584831
17_17	1000000	182	0.000182	2	0.010989010989011	2e-06	0.704047
17_18	1000000	126	0.000126	3	0.0238095238095238	3e-06	0.677619
17_19	1000000	137	0.000137	3	0.0218978102189781	3e-06	0.577711
17_20	1000000	79	7.9e-05	1	0.0126582278481013	1e-06	0.54135
17_21	1000000	73	7.3e-05	1	0.0136986301369863	1e-06	0.219809
17_22	1000000	18	1.8e-05	0	0	0	0.007203
17_23	0	0	0	0	0	0	0
17_24	0	0	0	0	0	0	0
17_25	1000000	90	9e-05	2	0.0222222222222222	2e-06	0.226837
17_26	1000000	171	0.000171	7	0.0409356725146199	7e-06	0.508342
17_27	1000000	116	0.000116	0	0	0	0.718292
17_28	1000000	119	0.000119	2	0.0168067226890756	2e-06	0.865567
17_29	1000000	643	0.000643	23	0.0357698289269051	2.3e-05	0.712034
17_30	1000000	144	0.000144	2	0.0138888888888889	2e-06	0.557369
17_31	1000000	274	0.000274	0	0	0	0.884497
17_32	1000000	358	0.000358	1	0.00279329608938547	1e-06	0.561468
17_33	1000000	209	0.000209	4	0.0191387559808612	4e-06	0.515512
17_34	1000000	141	0.000141	0	0	0	0.497348
17_35	1000000	172	0.000172	0	0	0	0.65623
17_36	1000000	153	0.000153	1	0.0065359477124183	1e-06	0.567966
17_37	1000000	160	0.00016	5	0.03125	5e-06	0.730968
17_38	1000000	197	0.000197	2	0.0101522842639594	2e-06	0.528848
17_39	1000000	269	0.000269	12	0.0446096654275093	1.2e-05	0.28142
17_40	1000000	239	0.000239	6	0.0251046025104603	6e-06	0.745323
17_41	1000000	848	0.000848	14	0.0165094339622642	1.4e-05	0.48753
17_42	1000000	278	0.000278	5	0.0179856115107914	5e-06	0.599812
17_43	1000000	181	0.000181	2	0.0110497237569061	2e-06	0.665896
17_44	1000000	142	0.000142	3	0.0211267605633803	3e-06	0.737763
17_45	1000000	210	0.00021	2	0.00952380952380952	2e-06	0.591269
17_46	1000000	181	0.000181	0	0	0	0.589499
17_47	1000000	168	0.000168	2	0.0119047619047619	2e-06	0.525773
17_48	1000000	636	0.000636	10	0.0157232704402516	1e-05	0.482344
17_49	1000000	186	0.000186	1	0.00537634408602151	1e-06	0.605682
17_50	1000000	153	0.000153	1	0.0065359477124183	1e-06	0.237377
17_51	1000000	181	0.000181	0	0	0	0.006871
17_52	1000000	207	0.000207	2	0.00966183574879227	2e-06	0.027574
17_53	1000000	224	0.000224	1	0.00446428571428571	1e-06	0.371162
17_54	1000000	227	0.000227	0	0	0	0.434729
17_55	1000000	310	0.00031	2	0.00645161290322581	2e-06	0.56392
17_56	1000000	173	0.000173	1	0.00578034682080925	1e-06	0.710943
17_57	1000000	106	0.000106	3	0.0283018867924528	3e-06	0.738233
17_58	1000000	89	8.9e-05	0	0	0	0.764295
17_59	1000000	178	0.000178	0	0	0	0.751575
17_60	1000000	119	0.000119	1	0.00840336134453781	1e-06	0.562011
17_61	1000000	171	0.000171	8	0.0467836257309941	8e-06	0.777206
17_62	1000000	132	0.000132	3	0.0227272727272727	3e-06	0.613439
17_63	1000000	209	0.000209	2	0.00956937799043062	2e-06	0.549567
17_64	1000000	262	0.000262	2	0.00763358778625954	2e-06	0.761638
17_65	1000000	155	0.000155	3	0.0193548387096774	3e-06	0.751385
17_66	1000000	220	0.00022	5	0.0227272727272727	5e-06	0.484165
17_67	1000000	212	0.000212	1	0.00471698113207547	1e-06	0.427114
17_68	1000000	234	0.000234	1	0.00427350427350427	1e-06	0.074468
17_69	1000000	219	0.000219	0	0	0	0.001484
17_70	1000000	364	0.000364	0	0	0	0.640205
17_71	1000000	330	0.00033	1	0.00303030303030303	1e-06	0.593778
17_72	1000000	293	0.000293	4	0.0136518771331058	4e-06	0.495975
17_73	1000000	196	0.000196	2	0.0102040816326531	2e-06	0.750224
17_74	1000000	254	0.000254	4	0.015748031496063	4e-06	0.633729
17_75	1000000	306	0.000306	3	0.00980392156862745	3e-06	0.371291
17_76	1000000	304	0.000304	5	0.0164473684210526	5e-06	0.690147
17_77	1000000	348	0.000348	3	0.00862068965517241	3e-06	0.391431
17_78	1000000	409	0.000409	8	0.019559902200489	8e-06	0.81269
17_79	1000000	181	0.000181	4	0.0220994475138122	4e-06	0.663567
17_80	1000000	201	0.000201	3	0.0149253731343284	3e-06	0.780942
17_81	195210	11	5.63495722555197e-05	1	0.0909090909090909	5.12268838686543e-06	0.228430920547103
18_0	1000000	295	0.000295	2	0.00677966101694915	2e-06	0.530353
18_1	1000000	192	0.000192	0	0	0	0.119655
18_2	1000000	274	0.000274	3	0.0109489051094891	3e-06	0.381519
18_3	1000000	289	0.000289	1	0.00346020761245675	1e-06	0.754404
18_4	1000000	265	0.000265	0	0	0	0.455266
18_5	1000000	277	0.000277	2	0.0072202166064982	2e-06	0.320341
18_6	1000000	282	0.000282	0	0	0	0.639024
18_7	1000000	288	0.000288	0	0	0	0.553168
18_8	1000000	347	0.000347	4	0.0115273775216138	4e-06	0.571019
18_9	1000000	257	0.000257	1	0.00389105058365759	1e-06	0.583007
18_10	1000000	323	0.000323	2	0.00619195046439629	2e-06	0.392093
18_11	1000000	225	0.000225	0	0	0	0.406934
18_12	1000000	146	0.000146	1	0.00684931506849315	1e-06	0.647876
18_13	1000000	245	0.000245	1	0.00408163265306122	1e-06	0.697104
18_14	1000000	80	8e-05	5	0.0625	5e-06	0.305054
18_15	1000000	5	5e-06	0	0	0	0.033874
18_16	0	0	0	0	0	0	0
18_17	0	0	0	0	0	0	0
18_18	1000000	32	3.2e-05	0	0	0	0.343034
18_19	1000000	139	0.000139	1	0.00719424460431655	1e-06	0.415467
18_20	1000000	143	0.000143	0	0	0	0.344471
18_21	1000000	205	0.000205	2	0.00975609756097561	2e-06	0.864895
18_22	1000000	288	0.000288	3	0.0104166666666667	3e-06	0.374775
18_23	1000000	163	0.000163	0	0	0	0.301289
18_24	1000000	242	0.000242	0	0	0	0.558105
18_25	1000000	222	0.000222	1	0.0045045045045045	1e-06	0.228495
18_26	1000000	128	0.000128	0	0	0	0.002467
18_27	1000000	164	0.000164	1	0.00609756097560976	1e-06	5.1e-05
18_28	1000000	235	0.000235	3	0.0127659574468085	3e-06	0.199282
18_29	1000000	315	0.000315	2	0.00634920634920635	2e-06	0.562105
18_30	1000000	125	0.000125	1	0.008	1e-06	0.636643
18_31	1000000	145	0.000145	2	0.0137931034482759	2e-06	0.562999
18_32	1000000	145	0.000145	0	0	0	0.658367
18_33	1000000	180	0.00018	1	0.00555555555555556	1e-06	0.443736
18_34	1000000	223	0.000223	0	0	0	0.966906
18_35	1000000	187	0.000187	0	0	0	0.149799
18_36	1000000	171	0.000171	0	0	0	0.213113
18_37	1000000	150	0.00015	1	0.00666666666666667	1e-06	0.332538
18_38	1000000	179	0.000179	0	0	0	0
18_39	1000000	161	0.000161	0	0	0	0.401531
18_40	1000000	160	0.00016	0	0	0	0.653616
18_41	1000000	142	0.000142	0	0	0	0.002413
18_42	1000000	219	0.000219	1	0.0045662100456621	1e-06	0.595392
18_43	1000000	241	0.000241	1	0.004149377593361	1e-06	0.739798
18_44	1000000	203	0.000203	0	0	0	0.609718
18_45	1000000	224	0.000224	1	0.00446428571428571	1e-06	0.210408
18_46	1000000	227	0.000227	3	0.013215859030837	3e-06	0.773012
18_47	1000000	290	0.00029	2	0.00689655172413793	2e-06	0.528269
18_48	1000000	222	0.000222	2	0.00900900900900901	2e-06	0.453474
18_49	1000000	189	0.000189	1	0.00529100529100529	1e-06	0.240602
18_50	1000000	200	0.0002	1	0.005	1e-06	1
18_51	1000000	160	0.00016	3	0.01875	3e-06	0.217924
18_52	1000000	118	0.000118	0	0	0	0.244798
18_53	1000000	187	0.000187	0	0	0	0.496222
18_54	1000000	152	0.000152	0	0	0	0.435185
18_55	1000000	297	0.000297	2	0.00673400673400673	2e-06	0.598394
18_56	1000000	265	0.000265	0	0	0	0.501927
18_57	1000000	277	0.000277	4	0.0144404332129964	4e-06	0.310827
18_58	1000000	263	0.000263	0	0	0	0.004552
18_59	1000000	218	0.000218	1	0.00458715596330275	1e-06	0.421276
18_60	1000000	297	0.000297	4	0.0134680134680135	4e-06	0.57858
18_61	1000000	254	0.000254	3	0.0118110236220472	3e-06	0.525363
